257,0.998821,0.048544,0.000839,-0.023370,0.046735,-0.956636,-0.287513,0.037687,-0.013154,0.287214,-0.957776,0.277183,0.000000,0.000000,0.000000,1.000000
453,0.997237,0.032276,-0.066901,0.113044,0.011904,-0.958465,-0.284963,-0.088431,-0.073319,0.283379,-0.956201,0.317030,0.000000,0.000000,0.000000,1.000000
539,0.997919,0.050163,-0.040512,-0.156125,0.036110,-0.955305,-0.293408,-0.091586,-0.053419,0.291334,-0.955129,0.330525,0.000000,0.000000,0.000000,1.000000
257,0.998821,0.048544,0.000839,-0.023370,0.046735,-0.956636,-0.287513,0.037687,-0.013154,0.287214,-0.957776,0.277183,0.000000,0.000000,0.000000,1.000000
453,0.997205,0.036257,-0.065325,0.113019,0.015667,-0.956396,-0.291653,-0.088241,-0.073051,0.289814,-0.954291,0.316763,0.000000,0.000000,0.000000,1.000000
539,0.997934,0.052098,-0.037590,-0.156334,0.038973,-0.956093,-0.290461,-0.091702,-0.051072,0.288396,-0.956148,0.330982,0.000000,0.000000,0.000000,1.000000
257,0.998821,0.048544,0.000839,-0.023370,0.046735,-0.956636,-0.287513,0.037687,-0.013154,0.287214,-0.957776,0.277183,0.000000,0.000000,0.000000,1.000000
453,0.997164,0.034945,-0.066656,0.112865,0.013998,-0.956332,-0.291948,-0.088150,-0.073947,0.290187,-0.954109,0.316154,0.000000,0.000000,0.000000,1.000000
539,0.997919,0.050163,-0.040512,-0.156125,0.036110,-0.955305,-0.293408,-0.091586,-0.053419,0.291334,-0.955129,0.330525,0.000000,0.000000,0.000000,1.000000
257,0.998780,0.049382,-0.000545,-0.023299,0.047154,-0.956870,-0.286665,0.037657,-0.014678,0.286289,-0.958031,0.276972,0.000000,0.000000,0.000000,1.000000
453,0.997323,0.031985,-0.065756,0.112864,0.011669,-0.957348,-0.288701,-0.088256,-0.072185,0.287161,-0.955159,0.316327,0.000000,0.000000,0.000000,1.000000
539,0.997561,0.054309,-0.043836,-0.156129,0.039400,-0.956642,-0.288588,-0.091524,-0.057608,0.286158,-0.956449,0.330640,0.000000,0.000000,0.000000,1.000000
257,0.998821,0.048544,0.000839,-0.023370,0.046735,-0.956636,-0.287513,0.037687,-0.013154,0.287214,-0.957776,0.277183,0.000000,0.000000,0.000000,1.000000
453,0.997164,0.034945,-0.066656,0.112865,0.013998,-0.956332,-0.291948,-0.088150,-0.073947,0.290187,-0.954109,0.316154,0.000000,0.000000,0.000000,1.000000
539,0.997561,0.054309,-0.043836,-0.156129,0.039400,-0.956642,-0.288588,-0.091524,-0.057608,0.286158,-0.956449,0.330640,0.000000,0.000000,0.000000,1.000000
257,0.998821,0.048544,0.000839,-0.023370,0.046735,-0.956636,-0.287513,0.037687,-0.013154,0.287214,-0.957776,0.277183,0.000000,0.000000,0.000000,1.000000
453,0.997014,0.039741,-0.066203,0.112606,0.018037,-0.953528,-0.300764,-0.088048,-0.075079,0.298672,-0.951398,0.315659,0.000000,0.000000,0.000000,1.000000
539,0.997776,0.052747,-0.040751,-0.156173,0.038399,-0.954597,-0.295415,-0.091399,-0.054483,0.293193,-0.954499,0.330635,0.000000,0.000000,0.000000,1.000000
257,0.998764,0.048622,-0.010292,-0.023404,0.043665,-0.957372,-0.285538,0.037587,-0.023737,0.284736,-0.958312,0.276858,0.000000,0.000000,0.000000,1.000000
453,0.997290,0.035945,-0.064185,0.112839,0.015424,-0.955272,-0.295326,-0.088066,-0.071930,0.293536,-0.953238,0.316062,0.000000,0.000000,0.000000,1.000000
539,0.998029,0.050559,-0.037188,-0.156309,0.037489,-0.955428,-0.292834,-0.091700,-0.050336,0.290862,-0.955440,0.331241,0.000000,0.000000,0.000000,1.000000
257,0.998862,0.047660,0.001804,-0.023355,0.046191,-0.957275,-0.285465,0.037739,-0.011879,0.285223,-0.958388,0.277046,0.000000,0.000000,0.000000,1.000000
453,0.997014,0.039741,-0.066203,0.112606,0.018037,-0.953528,-0.300764,-0.088048,-0.075079,0.298672,-0.951398,0.315659,0.000000,0.000000,0.000000,1.000000
539,0.997595,0.053873,-0.043612,-0.156456,0.039168,-0.957267,-0.286541,-0.091661,-0.057185,0.284144,-0.957075,0.331176,0.000000,0.000000,0.000000,1.000000
257,0.998821,0.048544,0.000839,-0.023370,0.046735,-0.956636,-0.287513,0.037687,-0.013154,0.287214,-0.957776,0.277183,0.000000,0.000000,0.000000,1.000000
453,0.997290,0.035945,-0.064185,0.112839,0.015424,-0.955272,-0.295326,-0.088066,-0.071930,0.293536,-0.953238,0.316062,0.000000,0.000000,0.000000,1.000000
539,0.997946,0.052232,-0.037085,-0.156292,0.039292,-0.956337,-0.289612,-0.091604,-0.050593,0.287560,-0.956426,0.331195,0.000000,0.000000,0.000000,1.000000
257,0.998821,0.048544,0.000839,-0.023370,0.046735,-0.956636,-0.287513,0.037687,-0.013154,0.287214,-0.957776,0.277183,0.000000,0.000000,0.000000,1.000000
453,0.997164,0.034945,-0.066656,0.112865,0.013998,-0.956332,-0.291948,-0.088150,-0.073947,0.290187,-0.954109,0.316154,0.000000,0.000000,0.000000,1.000000
539,0.997434,0.053893,-0.047127,-0.155943,0.038018,-0.956517,-0.289190,-0.091409,-0.060663,0.286656,-0.956111,0.329922,0.000000,0.000000,0.000000,1.000000
257,0.998821,0.048544,0.000839,-0.023370,0.046735,-0.956636,-0.287513,0.037687,-0.013154,0.287214,-0.957776,0.277183,0.000000,0.000000,0.000000,1.000000
453,0.997164,0.034945,-0.066656,0.112865,0.013998,-0.956332,-0.291948,-0.088150,-0.073947,0.290187,-0.954109,0.316154,0.000000,0.000000,0.000000,1.000000
539,0.997613,0.053781,-0.043301,-0.156224,0.038980,-0.956322,-0.289706,-0.091505,-0.056990,0.287327,-0.956136,0.330549,0.000000,0.000000,0.000000,1.000000
257,0.998764,0.048622,-0.010292,-0.023404,0.043665,-0.957372,-0.285538,0.037587,-0.023737,0.284736,-0.958312,0.276858,0.000000,0.000000,0.000000,1.000000
453,0.997164,0.034945,-0.066656,0.112865,0.013998,-0.956332,-0.291948,-0.088150,-0.073947,0.290187,-0.954109,0.316154,0.000000,0.000000,0.000000,1.000000
539,0.998096,0.048653,-0.037906,-0.156466,0.035643,-0.956578,-0.289288,-0.091768,-0.050335,0.287386,-0.956491,0.331255,0.000000,0.000000,0.000000,1.000000
257,0.998821,0.048544,0.000839,-0.023370,0.046735,-0.956636,-0.287513,0.037687,-0.013154,0.287214,-0.957776,0.277183,0.000000,0.000000,0.000000,1.000000
453,0.997164,0.034945,-0.066656,0.112865,0.013998,-0.956332,-0.291948,-0.088150,-0.073947,0.290187,-0.954109,0.316154,0.000000,0.000000,0.000000,1.000000
539,0.997561,0.054309,-0.043836,-0.156129,0.039400,-0.956642,-0.288588,-0.091524,-0.057608,0.286158,-0.956449,0.330640,0.000000,0.000000,0.000000,1.000000
257,0.998862,0.047660,0.001804,-0.023355,0.046191,-0.957275,-0.285465,0.037739,-0.011879,0.285223,-0.958388,0.277046,0.000000,0.000000,0.000000,1.000000
453,0.997290,0.035945,-0.064185,0.112839,0.015424,-0.955272,-0.295326,-0.088066,-0.071930,0.293536,-0.953238,0.316062,0.000000,0.000000,0.000000,1.000000
